sample	AMIKACIN	AMINOGLYCOSIDE	APRAMYCIN	AZITHROMYCIN	BETA-LACTAM	BLEOMYCIN	CEFTAROLINE	CEPHALOSPORIN	CHLORAMPHENICOL	CLARITHROMYCIN	CLINDAMYCIN	DAPTOMYCIN	ERYTHROMYCIN	FLORFENICOL	FOSFOMYCIN	FUSIDIC ACID	FUSIDIC_ACID	GENTAMICIN	KANAMYCIN	LINCOMYCIN	LINCOSAMIDE	LINEZOLID	METHICILLIN	MUPIROCIN	PRISTINAMYCIN	QUATERNARY AMMONIUM	QUINOLONE	RIFAMPIN	SPECTINOMYCIN	SPIRAMYCIN	STREPTOGRAMIN	STREPTOGRAMIN B	STREPTOMYCIN	STREPTOTHRICIN	SULFONAMIDE	TELITHROMYCIN	TETRACYCLINE	TOBRAMYCIN	TRIMETHOPRIM	TYLOSIN
10456_3#60	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
10456_3#61	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
10456_3#62	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
10456_3#63	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
10456_3#64	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
10456_3#65	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	R	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#66	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	R	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#67	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	R	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#68	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#70	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#71	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	R	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#72	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	R	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#73	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#74	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#75	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#76	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#77	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#78	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#79	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#80	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#81	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	R	R	S	R	S	S	S	S	S	S	R	R	R	S	S
10456_3#82	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	R	R	S	R	S	S	S	S	S	S	R	R	R	S	S
10456_3#83	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	R	R	S	R	S	S	S	S	S	S	R	R	R	S	S
10456_3#84	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	R	R	S	R	S	S	S	S	S	S	R	R	R	S	S
10456_3#85	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	R	R	S	R	S	S	S	S	S	S	R	R	R	S	S
10456_3#86	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	R	R	S	R	S	S	S	S	S	S	R	R	R	S	S
10456_3#87	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	R	R	S	R	S	S	S	S	S	S	R	R	R	S	S
10456_3#88	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	R	R	S	R	S	S	S	S	S	S	R	R	R	S	S
10456_3#89	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#90	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#91	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_3#92	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_6#19	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_6#20	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_6#21	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_6#22	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_6#23	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_6#24	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_6#25	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_6#26	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#1	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#10	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#11	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#12	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#13	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#14	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#2	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#3	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#5	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#6	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#63	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	S	R	R	R	S	S
10456_7#64	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	S	R	R	R	S	S
10456_7#65	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	S	R	R	R	S	S
10456_7#66	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	S	R	R	R	S	S
10456_7#67	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	S	R	R	R	S	S
10456_7#68	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	S	R	R	R	S	S
10456_7#7	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#70	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	S	R	R	R	S	S
10456_7#71	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#72	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#73	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#74	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#75	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#76	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#77	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#78	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#79	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#8	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#80	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#81	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#82	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#83	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#84	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#85	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#86	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#87	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#88	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#89	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#9	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#90	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#91	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#92	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10456_7#93	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
10702_4#35	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
11076_2#56	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
11076_2#59	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
11076_2#62	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	S	R	S	S	S	R	R	R	R	R	R	R	S
11076_2#63	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#1	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#10	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#11	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#12	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#13	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#14	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#15	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#16	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#17	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#18	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#19	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#2	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	R	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#20	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#21	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#22	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#23	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#24	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#25	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#3	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#4	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#5	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#6	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#7	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#8	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
12054_7#9	R	S	S	R	R	S	S	S	R	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	S	R	R	R	S	S	S	R	R	R	R	R	R	R	S
12082_1#31	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#33	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#34	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#35	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#36	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#37	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#38	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#39	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#40	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#41	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#42	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#43	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#44	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#45	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#46	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#47	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#48	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#49	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#50	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#51	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#52	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#53	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#54	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#55	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#56	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#57	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#58	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#59	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#60	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#61	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#62	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#63	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#64	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	R	R	S	S	S	S	S	R	R	R	S	R	S
12083_6#65	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	R	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#66	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	R	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#67	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	R	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#68	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#69	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	R	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#70	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#71	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	R	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#72	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	R	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
12083_6#73	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	R	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
